mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones
201209.0,SCGE,D,348.0
201209.0,,,2.0
201209.0,SCGZ,D,74.0
201209.0,SCGZ,I,2.0
201209.0,SCHR,D,16.0
201209.0,SCIC,D,272.0
201209.0,SCIE,D,1485.0
201209.0,SCIP  ,D,65.0
201209.0,SCIP,I,29.0
201209.0,SCJO,D,471.0
201209.0,SCLC,D,701.0
201209.0,SCLL,D,37.0
201209.0,SCMK,D,411.0
201209.0,SCNC,D,170.0
201209.0,SCNT,D,11.0
201209.0,SCNT,I,1.0
201209.0,SCON,D,94.0
201209.0,SCPF,D,1182.0
nan  ,SCRD,D,622.0
201209.0,SCSE,D,986.0
201209.0,SCSE,I,2.0
201209.0,SCSN,D,255.0  
201209.0  ,SCTB,D,3141.0
201209.0,SCTC,D,1001.0
201209.0,SCTE,D,1132.0
201209.0,SCTE  ,I,3.0
,SCVD,D,139.0
201209.0,SCVM,D,896.0
201209.0,SCVM,I,8.0
201210.0,SCAP,D,5.0
201210.0,SCAR,D,
201210.0,SCAR,I,120.0
201210.0,SCAS,D,37.0
201210.0,SCAT,D,1689.0
201210.0,SCBA,D,291.0
,SCBA,I,3.0
,SCCC,D,8.0
201210.0  ,SCCF,D,1016.0
201210.0,SCCF,I,5.0
201210.0,SCCH,D,706.0
201210.0,SCCH,I,6.0
201210.0,SCCI,D,808.0
201210.0,SCCI,I,43.0
201210.0,SCCY,D,240.0
201210.0,,D,1550.0
201210.0,SCDA,I,81.0
201210.0,SCEL,,
201210.0,SCEL,I,4359.0
201210.0,SCES,D  ,81.0
201210.0,,D,1855.0
201210.0,SCFA,I,30.0
201210.0,SCFM,D,190.0
201210.0,SCFT,D,4.0
201210.0,SCGE,D,247.0
201210.0,SCGZ,D  ,122.0
201210.0,SCGZ,,14.0
201210.0,SCHR,D,56.0
201210.0,SCIC,D,179.0
201210.0,SCIE,D,2048.0
201210.0,SCIE,I,
201210.0,SCIP,D,64.0  
201210.0,SCIP,I,30.0
201210.0,SCJO,D,491.0
201210.0  ,SCLC,D,778.0
201210.0,SCLL,D,62.0
201210.0,SCMK,D,457.0
201210.0,SCNC,D,238.0
201210.0,SCNT,D,19.0
201210.0,SCNT,I,2.0
201210.0,SCON,,154.0
,SCPF,D,1767.0  
201210.0  ,SCRD,D,683.0
201210.0,SCSE,D,1237.0
201210.0,SCSE,I,10.0
201210.0,SCSN,D,648.0
201210.0,SCTB,D,3761.0
201210.0,SCTC,D,1411.0
201210.0,,I,9.0
201210.0,SCTE,D,1177.0
201210.0,SCTE,I,22.0  
201210.0,SCVD,,187.0
201210.0  ,SCVM,D,1258.0
201210.0  ,SCVM,I,5.0
201211.0,SCAP,D,8.0
201211.0,SCAR,D,513.0
201211.0,SCAR,I,91.0
201211.0,SCAS,D,4.0
,SCAT,D,939.0
201211.0,SCAT,I  ,5.0
201211.0  ,SCBA,D,
201211.0,,D,4.0
201211.0,SCCF,D,1028.0
201211.0,SCCF,I,7.0
201211.0,SCCH,D,1742.0
201211.0,SCCI  ,D,969.0
201211.0,SCCI,I,39.0
201211.0,SCCY  ,D,366.0
201211.0,SCDA,D,1571.0
201211.0,SCDA,I,73.0
201211.0,SCEL,D,
201211.0,SCEL,I,4381.0
201211.0  ,SCES,D,87.0
201211.0,SCFA,D,1802.0
201211.0,,I,32.0
201211.0,SCFM,D,160.0
201211.0  ,SCFT,D,10.0
201211.0,SCGE,D,175.0
201211.0,SCGE,I,1.0
201211.0,SCGZ,D,126.0
201211.0,SCGZ,I,6.0
201211.0,SCHR,D,131.0
201211.0,SCIC,D,224.0
201211.0,SCIE,D,1871.0
201211.0,SCIE,I,3.0
,SCIP,D  ,59.0
201211.0,SCIP,I,27.0
201211.0,SCJO,D,281.0
201211.0,SCLC,D,1396.0
201211.0,SCLL,D,55.0
201211.0,SCMK,D,490.0
201211.0,SCNC,D  ,214.0
201211.0,SCNT,D,80.0
201211.0,SCNT,I,11.0
201211.0,SCON,D,97.0
201211.0  ,SCPF,D,1522.0
201211.0,SCPQ,D,66.0
201211.0,SCRD,D,1327.0
201211.0,SCSE,D,1162.0
201211.0,SCSE,,9.0
201211.0,SCSN,D,828.0
201211.0,SCTB  ,D,4242.0
201211.0,SCTC,D,1770.0
201211.0  ,SCTE,D,1310.0
201211.0,SCTE,I,6.0
201211.0,SCVD,D,177.0
201211.0,SCVM,D,954.0
201211.0,SCVM,I  ,8.0
201212.0,SCAP,D,3.0
201212.0,SCAR,nan  ,525.0
201212.0,SCAR,I,100.0
201212.0,SCAS,D,4.0
201212.0,SCAT,D,684.0
201212.0,SCBA,,318.0
201212.0,SCCC,D,6.0
201212.0,SCCF,D,1016.0
201212.0  ,SCCF,I,4.0
,SCCH,D,2618.0
201212.0,SCCI,D,1030.0
201212.0,SCCI,I,34.0
201212.0,SCCY,D,299.0
201212.0,SCDA,D,1726.0
201212.0,SCDA,I,74.0
201212.0,SCEL,D,
201212.0  ,SCEL,I,4859.0
201212.0,SCES,D,62.0
201212.0,SCFA,D,1711.0
201212.0,SCFA,I,37.0
201212.0,SCFM,D,182.0
,SCFT,D,6.0
201212.0,SCGE,D,248.0
201212.0,SCGZ,D,128.0
201212.0  ,SCGZ,I,10.0
201212.0,SCHR,D,9.0
201212.0,SCIC,,371.0
201212.0,SCIE,D,1750.0
201212.0,SCIE,I,2.0
201212.0,SCIP,D,66.0
201212.0,SCIP,I,28.0
201212.0,SCJO,D,374.0
201212.0,SCLC,D,1522.0
201212.0,SCLC,I,6.0
201212.0,SCLL,D,47.0
201212.0,SCMK  ,,429.0
201212.0,SCNC,D,234.0
201212.0,SCNT,D,68.0
201212.0,SCNT,I,10.0
201212.0  ,SCON,D,98.0
201212.0,SCPF,D,1336.0
201212.0,SCPQ,D,51.0
201212.0,,D,1178.0  
201212.0,SCRM,D,29.0
201212.0,SCRM,I,1.0
201212.0,SCSE,D,1672.0
nan  ,SCSE,I,10.0  
201212.0,SCSN,D,980.0
201212.0,SCTB,D,4415.0
201212.0,SCTC,D,1057.0
201212.0  ,SCTC,I,1.0
,SCTE,D,1564.0
201212.0,SCTE,I,8.0
201212.0,SCVD,D,141.0
201212.0,SCVM,D,1428.0
201212.0,SCVM,I,4.0
201301.0,SCAP,D  ,19.0
201301.0,SCAR,D,618.0
201301.0,SCAR,I,
201301.0,SCAS,D,7.0
201301.0,SCAT,D,1134.0
201301.0,SCAT,I  ,23.0
201301.0  ,SCBA,D,398.0
201301.0,SCBA,I,6.0
201301.0,SCCC,D,3.0
,SCCF,D,1112.0
201301.0,SCCF,I,24.0
201301.0,SCCH,D,2799.0
201301.0,SCCI,D,1199.0
201301.0,SCCI,I,49.0
201301.0,SCCY  ,D,266.0
201301.0,SCDA,D,2081.0
201301.0,SCDA,I,85.0
201301.0,SCEL,D,7552.0
201301.0,,I  ,4898.0
201301.0,SCES,D,56.0
201301.0,SCFA,D,1902.0
201301.0,SCFA  ,I,37.0
201301.0,SCFM,D,187.0
201301.0,SCFT,D,3.0
201301.0,SCGE,D,294.0  
201301.0  ,SCGZ,D,167.0
201301.0,SCGZ,I,25.0
201301.0,,D  ,33.0
201301.0,SCIC,D,298.0
201301.0,SCIE,D,1383.0
201301.0,SCIE,I,9.0
201301.0,SCIP,D,84.0
201301.0,SCIP,I,33.0
201301.0,SCJO,D,416.0
201301.0,SCLC,D,2117.0
201301.0,SCLL,D,71.0
201301.0,SCMK,D,471.0
201301.0,SCNC,D,256.0
201301.0,SCNT,D,70.0
201301.0,SCNT  ,I,2.0
201301.0,SCON,D,154.0
201301.0,SCPC,D,58.0
201301.0,SCPF,D,1812.0
,SCPQ,D,57.0  
201301.0,SCRD,D,1264.0
201301.0,SCRM,D,44.0
201301.0,SCSE,D,1214.0
201301.0,SCSE,I,16.0
201301.0,SCSN,D,618.0
201301.0,SCTB,D,4295.0
,SCTC,D,
201301.0,SCTE  ,D  ,1828.0
201301.0,SCTE,I,17.0  
201301.0,SCVD,D,181.0
201301.0,SCVM,D,1093.0
201301.0  ,SCVM,I,
201302.0,SCAP,D,12.0
201302.0,SCAR,D,544.0
201302.0,SCAR,I,106.0
201302.0,SCAS,D,15.0
201302.0,SCAT,D,697.0
201302.0,SCAT,I,2.0
201302.0,SCBA,D,356.0
201302.0,SCBA,I,2.0
201302.0,SCCC,D,4.0
201302.0,SCCF,D,1007.0
201302.0,SCCF,I,2.0
201302.0,SCCH,D,2163.0
201302.0,SCCI,D,1065.0
201302.0,SCCI,I,45.0
201302.0  ,SCCY,D,249.0
201302.0,SCDA,,1697.0
201302.0,SCDA,I,77.0
201302.0,SCEL,D,6713.0
201302.0,SCEL,I,4478.0
201302.0,SCES,D  ,
201302.0,SCFA,D,1646.0
,SCFA,I,29.0
201302.0,SCFM,D,158.0
201302.0,SCFT,D,7.0
201302.0,SCGE,,256.0
201302.0,SCGZ,D,
201302.0,SCGZ,I,12.0  
201302.0,SCHR,,46.0
201302.0,SCIC,D,280.0
201302.0,SCIE,D,1230.0
201302.0,SCIE,I,3.0
,SCIP,D,93.0
201302.0,SCIP,I,30.0
201302.0,SCJO,D  ,347.0
201302.0,SCJO,I,2.0
201302.0  ,SCLC,D,665.0
201302.0,SCLL,D,59.0
201302.0,SCMK  ,D,473.0
201302.0,SCNC,D,228.0
201302.0,,D,85.0
201302.0,SCNT,I,2.0
201302.0,SCON  ,D,161.0
201302.0  ,SCPC,D,109.0
201302.0,SCPC,I,26.0
201302.0,SCPF,D,1771.0
201302.0,SCPQ,D,50.0  
201302.0,SCRD,D,1604.0
201302.0,SCRM,,50.0
201302.0,SCSE  ,D,1117.0
201302.0,SCSE,I,5.0
,SCSN,,672.0
201302.0  ,SCTB,D,3508.0
201302.0,SCTC,D,1261.0
201302.0,SCTC,I,3.0
201302.0,SCTE,D,1765.0
201302.0,SCTE,I,12.0
201302.0  ,SCVD,D,215.0
,,D,913.0
201302.0,SCVM  ,I,4.0
201303.0,,D,6.0
201303.0,SCAR,D,445.0
201303.0,SCAR,I,111.0
201303.0,SCAS,D,9.0
,SCAT,D,730.0
201303.0,SCAT,I,1.0
201303.0,SCBA,D,316.0
201303.0,SCBA,I,2.0
201303.0,SCCC,D,6.0
201303.0,SCCF  ,D,1125.0
201303.0,SCCF,I,13.0
201303.0,SCCH,D,2628.0
201303.0  ,SCCI,D,852.0
201303.0,SCCI  ,I,28.0
201303.0,SCCY,D,252.0
201303.0,SCDA,D  ,1823.0
201303.0  ,SCDA,I,
,,,6843.0
201303.0,SCEL,I,4826.0
201303.0,SCES,D,27.0
201303.0,SCFA,,1777.0
201303.0,SCFA,I,28.0
201303.0,SCFM,D,170.0
201303.0,SCFT,D,6.0
201303.0,SCGE,D,230.0
201303.0,SCGZ,D,109.0
201303.0,,,3.0
201303.0,SCHR,D,33.0
201303.0,SCIC,D,313.0
201303.0,SCIE,D,1689.0
201303.0,SCIP,D,65.0
201303.0,SCIP  ,I,13.0
201303.0,SCJO,D,425.0
201303.0,SCLC  ,D  ,1077.0
201303.0,SCLL,D,58.0
201303.0,SCMK,D,469.0
201303.0,SCNC,D,239.0
201303.0,SCNT,D,66.0
201303.0  ,SCNT,I,3.0
201303.0,SCON,D,138.0
201303.0,SCPF,D,1899.0
201303.0,SCPQ,D,61.0
201303.0,SCRD,D,1340.0
201303.0,SCRM,D,10.0
201303.0,SCSE,D,956.0
201303.0,SCSE,I,2.0
201303.0,SCSN,D,830.0  
201303.0,,,4169.0
201303.0,SCTC,D,997.0
201303.0,SCTE,D  ,1556.0
201303.0,SCTE,I,8.0
201303.0,SCVD,D,82.0
201303.0,SCVM,D,1110.0
201303.0,SCVM,I,7.0
201304.0,SCAR,D,421.0
201304.0,,I,97.0
201304.0,SCAS,D,11.0
201304.0,SCAT,,712.0
201304.0,SCBA,D,289.0
201304.0,SCBA  ,I,1.0
201304.0,SCCC,D,10.0
201304.0,SCCF,D,1202.0
201304.0,SCCF,I,3.0
201304.0,SCCH,D,1537.0
201304.0,,D,742.0
201304.0,SCCI,I,16.0
201304.0,,D,245.0
201304.0  ,SCDA,D,1466.0
201304.0,SCDA,I,438.0  
,SCEL,D  ,6609.0
201304.0,SCEL,I,4217.0
201304.0,SCES,D,
201304.0,SCFA,D,
201304.0,SCFA,I,30.0
201304.0,SCFM,D,183.0
201304.0,SCFT,D,10.0
201304.0,SCGE,D,341.0
201304.0,SCGE,I,12.0
201304.0,SCGZ,D,79.0
201304.0,SCGZ,I  ,10.0
201304.0,SCHR,,
201304.0,SCIC,D,246.0
201304.0,SCIE,D  ,1555.0
201304.0,SCIE,I,6.0
201304.0,SCIP,D,60.0
201304.0,SCIP,I,15.0
201304.0,SCJO,D,400.0
201304.0,,D,753.0
201304.0,SCLL,,63.0
201304.0,SCMK,,474.0
201304.0,SCNC,,173.0
201304.0,SCNT,D,14.0
201304.0,SCNT,I,2.0
201304.0,SCON,D,160.0
201304.0,SCPF,D,1512.0
201304.0,SCPQ,D,46.0
201304.0,SCRD,D,879.0
201304.0,SCRM,D,2.0
201304.0,SCSE,D,1040.0
201304.0,SCSN,,578.0
201304.0,SCTB,D,3843.0
201304.0,SCTC,D,861.0
201304.0,SCTC,I,2.0
201304.0,SCTE,D,1326.0
201304.0,SCTE,I,5.0
201304.0,SCVD,D  ,209.0
201304.0,SCVM,D,833.0
201304.0,SCVM,I,3.0
201305.0,SCAR,D,424.0
201305.0,SCAR  ,I,
201305.0,SCAT,D,905.0
201305.0,SCBA,D,264.0
201305.0,SCBA,I,1.0
201305.0  ,SCCC,D,6.0
201305.0,SCCF,D,1171.0  
201305.0,,I,5.0
201305.0,SCCH,D,1457.0
201305.0,SCCI,D,755.0  
201305.0,SCCI,I,20.0
201305.0,SCCY,D,139.0
201305.0,SCDA,D,1542.0
201305.0,SCDA,I,72.0
201305.0,SCEL,D,6469.0  
201305.0,SCEL,,4255.0  
201305.0,SCES  ,D,21.0
201305.0,SCFA,D,1700.0
201305.0,SCFA,I,28.0  
201305.0,SCFM,D,184.0
201305.0,SCFT  ,D,
201305.0,SCGE,D,323.0
201305.0,SCGZ,D,88.0
201305.0,SCGZ,I,8.0
201305.0,SCHR,D,26.0
201305.0,SCIC,D,201.0
201305.0,SCIC,I,2.0
201305.0  ,SCIE,D,1546.0
201305.0,SCIP,D  ,65.0
201305.0,SCIP  ,I  ,20.0
201305.0,SCJO,,308.0
201305.0,SCLC,D,705.0
201305.0,SCLL,D,53.0
201305.0,SCMK  ,,520.0
201305.0,SCNC,D,154.0  
201305.0,SCNT,D,4.0
201305.0,SCON,D,151.0
201305.0,,D,1358.0
201305.0,SCPQ,D,50.0
201305.0,SCRD,D,943.0
201305.0,SCRM,D,
201305.0,SCSE,D,
201305.0,SCSE,,1.0
201305.0,SCSN,D,683.0
,SCTB,D,3339.0  
201305.0,SCTC,D,615.0
201305.0,SCTE,D,1321.0
nan  ,SCTE,I,1.0  
201305.0,SCVD,D,187.0
201305.0,,D,853.0
201305.0,SCVM,I,3.0
201306.0,SCAR,D,429.0
201306.0,SCAR,I,96.0  
201306.0,SCAS,D,4.0
201306.0,SCAT,D,700.0
201306.0,SCBA,D,254.0
201306.0,SCBA,I,1.0
201306.0,SCCC,D,4.0
201306.0,SCCF,D,1104.0
201306.0,SCCF,I,4.0
201306.0,SCCH,D,2379.0
201306.0,SCCI,D,626.0
201306.0,SCCI,I,16.0
201306.0,SCCY,D,119.0
201306.0,SCDA,D,1412.0
201306.0,SCDA,I,68.0
201306.0,SCEL,D  ,6123.0
201306.0,SCEL,I,4144.0
201306.0  ,SCES,,21.0
201306.0,,D,1715.0
201306.0,SCFA,I,25.0
201306.0,SCFM,D,156.0
201306.0,SCGE,D,364.0
201306.0,SCGZ,D,72.0
,SCHR,D,
201306.0,SCIC,D,219.0
201306.0,,D,1698.0
201306.0,SCIE,I,9.0
201306.0,SCIP,,55.0
201306.0,SCIP,I,9.0
201306.0,SCJO,D  ,317.0
201306.0,SCLC,D,769.0
201306.0,SCLL,D,52.0
201306.0,SCMK,D,387.0
201306.0,SCNC,D,132.0
201306.0,SCON,D,124.0
201306.0,SCPF,D,1099.0
201306.0,SCPQ,D,54.0
201306.0,SCRD,D,1010.0
201306.0  ,SCRM,D,2.0
201306.0  ,SCSE,D,1052.0
201306.0,SCSE  ,I,2.0
201306.0  ,SCSN,D,503.0
201306.0,SCTB,D,
201306.0,SCTC,D,568.0  
201306.0,SCTE,D,1109.0
201306.0,SCTE,I,2.0
201306.0,SCVD,D,171.0
201306.0,SCVM,D,865.0
201306.0,SCVM,I,6.0
201307.0,SCAP,D,2.0
201307.0,SCAR,D,522.0
201307.0,SCAR,I,88.0
201307.0,SCAS,D,24.0
201307.0  ,SCAT,D,939.0
201307.0,SCAT,I,1.0
201307.0,SCBA,D,288.0
201307.0,SCCC,D,6.0
201307.0  ,SCCF,D,1220.0
201307.0,SCCF,I,5.0
201307.0,SCCH,D,1457.0
201307.0,SCCH  ,I,1.0
201307.0,SCCI,D,785.0
201307.0,SCCI,,25.0
201307.0,SCCY  ,,131.0
201307.0,SCDA,D,1560.0
201307.0,SCDA,I,64.0
201307.0,SCEL,D  ,6672.0
201307.0,SCEL,I,4563.0
201307.0,SCES,D,53.0
201307.0,SCFA,D,1824.0
201307.0,SCFA  ,I,25.0
201307.0,SCFM,D  ,
201307.0  ,SCGE,D,276.0
201307.0,SCGZ,D,84.0
201307.0,SCGZ,I,4.0
201307.0,SCHR,D,15.0
201307.0,SCIC,D,121.0
201307.0,SCIE,D,1414.0
201307.0,SCIE,I,3.0
201307.0,SCIP,D,74.0
201307.0,SCIP,,10.0
201307.0,SCJO,D,384.0
201307.0,SCLC,D,707.0
201307.0,SCLL,D,76.0
201307.0,SCMK,D,449.0
201307.0,SCNC,D,142.0
201307.0  ,SCNT,D,1.0
201307.0,SCON,D,122.0
201307.0  ,SCPF,D,1404.0
201307.0,SCPQ,D,52.0
201307.0,SCRD,D,707.0
201307.0,SCSE,D,1014.0
201307.0,SCSN  ,D  ,654.0
201307.0,SCTB,D,3541.0
,SCTC,D,618.0  
201307.0,,D  ,1169.0
201307.0,SCVD,D,194.0
201307.0,SCVM  ,,849.0
201307.0,SCVM,I,6.0
201308.0  ,SCAR,D,435.0
201308.0,SCAR,I,77.0
201308.0,SCAT,D,719.0
201308.0,SCAT,I,1.0
201308.0,SCBA  ,D,258.0
201308.0,SCCC,D,4.0
201308.0,SCCF,D,1114.0
201308.0,SCCF,I,6.0
201308.0,SCCH,D,
201308.0,,I,3.0
201308.0,SCCI,D  ,590.0
201308.0,SCCI,I,25.0
201308.0,SCCY,D,154.0
201308.0,SCDA,D,
201308.0,,I  ,69.0
201308.0,SCEL,D,6240.0
201308.0,SCEL,I,4372.0
201308.0,SCES,D,58.0
201308.0,SCFA,D,1724.0
201308.0,SCFA,I,28.0
201308.0,SCFM,D,172.0
201308.0,SCGE,,146.0
201308.0,SCGZ  ,D,74.0
201308.0,SCHR,D,9.0
201308.0,SCIC,D,212.0
201308.0,SCIE,D,1388.0
201308.0  ,SCIE,I,1.0
201308.0,SCIP,D,76.0
201308.0,SCIP,I,12.0
,SCIR,D,56.0
201308.0  ,SCJO,D,324.0
201308.0,SCLC,D,678.0
201308.0,SCLL,D,62.0
201308.0,SCMK,D,402.0
201308.0,SCNC,D,150.0
201308.0,SCNT,D,7.0
201308.0,SCON,D,136.0
201308.0,SCPF,D,1173.0  
201308.0,SCPQ,D,53.0
201308.0,SCRD,D,1023.0
201308.0,SCSE,D,1056.0
201308.0,SCSN,D,892.0
201308.0,SCTB,D,3707.0
201308.0,SCTC,D,nan  
201308.0,SCTE,D,1185.0  
,SCTE,I,2.0
201308.0,SCVD,D,190.0
201308.0,SCVM,D,956.0
201308.0,SCVM,I,3.0
201309.0,SCAP,D,3.0
201309.0,SCAR,D,440.0
201309.0,SCAR,I,77.0
201309.0,SCAS,D,14.0
201309.0,SCAT,D,647.0
201309.0,SCBA,D,
201309.0,SCBA,I,1.0
201309.0,SCCC,D,10.0
201309.0,SCCF,D,1054.0
201309.0,SCCH,D,912.0
201309.0,SCCI,D,846.0
201309.0,SCCI,I,14.0
201309.0,SCCY,D,203.0
201309.0,SCDA,D,1554.0
201309.0,SCDA,I,70.0
201309.0,SCEL,D,5901.0
201309.0,SCEL,I,4255.0
201309.0  ,SCES,D,24.0
201309.0,SCFA,D,1608.0
201309.0,SCFA,I,35.0
201309.0,SCFM,D,140.0
201309.0,SCFT,,
201309.0,SCGE,D,188.0
201309.0  ,SCGZ,D,74.0
201309.0,SCGZ,I,6.0
201309.0,SCHR,D,6.0
201309.0,SCIC,D,271.0
201309.0,SCIE,D,1297.0
201309.0,SCIE,I,2.0
201309.0,SCIP,D,75.0
,SCIP,I,11.0
201309.0,SCIR,D,48.0
201309.0,SCJO,,421.0
201309.0,SCLC,D,822.0
201309.0,SCLL,D,70.0
,SCMK,D,414.0
201309.0,SCNC,D,136.0
201309.0,SCNT,D,201.0
201309.0,SCON,D,139.0
201309.0,SCPF,D,1299.0  
201309.0,SCPQ,D  ,59.0
,SCRD,D,1000.0
201309.0,SCSE,D,813.0
201309.0,SCSN,D,876.0
201309.0  ,SCTB,D,3475.0
201309.0,SCTC  ,D,982.0
201309.0,SCTE,,1149.0
201309.0,SCTE  ,I,2.0
201309.0,SCVD,D,201.0
,SCVM,D,627.0  
201309.0,,I,1.0
201310.0,SCAP,D,27.0
201310.0,,,474.0
201310.0,SCAR,I,98.0
201310.0,SCAS,D,19.0
201310.0,SCAT,D,717.0
201310.0,SCBA,D,288.0
201310.0,SCCC,D,8.0
,SCCF,D,1184.0
201310.0,SCCF,I,3.0
201310.0,SCCH,D,
,SCCI,D,872.0
201310.0,SCCI,I,39.0
201310.0,SCCY,D,203.0
201310.0,SCDA,D,1572.0
201310.0,SCDA,I,69.0
201310.0,SCEL,D,6743.0
201310.0,SCEL,I,4313.0  
201310.0,SCES,D,37.0
201310.0,SCFA  ,D  ,1875.0
201310.0,SCFA,I,28.0
,SCFM,,181.0
201310.0,SCFT,D,4.0
201310.0,SCGE,D,425.0
201310.0,SCGE,I,4.0
201310.0,SCGZ,D,88.0
201310.0,SCGZ,I,4.0
201310.0,,D,10.0
201310.0,SCIC,D,456.0
201310.0,SCIE,D,1533.0
201310.0,,I,4.0
201310.0,,D,71.0
201310.0,SCIP,I,14.0
201310.0,SCIR,D,77.0
201310.0,SCJO,D,353.0  
201310.0,SCJO,I,1.0
201310.0,SCLC,D,1148.0
201310.0,SCLL,D,46.0
201310.0,,D,382.0
201310.0,SCNC,D,158.0
201310.0,SCNT,D,16.0
201310.0,SCNT,I,3.0
201310.0,SCON,D,158.0
201310.0,SCPF,D,1495.0
201310.0,SCPQ,D,55.0
201310.0,SCRD,D,753.0
201310.0,SCRM,D,2.0
201310.0,SCSE,D,924.0
201310.0,SCSN,D,767.0
201310.0,SCTB,D,4531.0
201310.0,SCTC,D,779.0
201310.0,SCTE,D  ,1333.0
201310.0,SCTE,I,14.0
201310.0,SCVD,D,211.0
201310.0,SCVM  ,D,721.0
201310.0,SCVM,I,5.0  
201311.0,SCAR,D,451.0
201311.0,SCAR,I,75.0
201311.0,SCAS,D,26.0
201311.0,SCAT,D,880.0
201311.0,SCAT,I,2.0
201311.0,SCBA,D,276.0
201311.0,SCBA,I,2.0
201311.0,SCCC,D  ,2.0
201311.0,SCCF,,1106.0
201311.0,SCCF,I,6.0
201311.0,SCCH,D,2891.0
201311.0,SCCI  ,D,960.0
201311.0,SCCI  ,,31.0
201311.0,SCCY,D,240.0
,SCDA,D,1534.0
201311.0,SCDA,I,73.0
201311.0,SCEL,D,6745.0
201311.0  ,SCEL,I,4304.0
201311.0,SCES,,
201311.0,SCFA,D,1847.0  
201311.0,SCFA,I,30.0
201311.0,SCFM,D,180.0
201311.0,SCFT,D,4.0
201311.0,SCGE,D,377.0
201311.0,SCGZ,D,128.0  
201311.0,SCGZ,I,12.0
201311.0,SCHR,D,12.0
nan  ,SCIC,D,738.0
201311.0,SCIE,D,1695.0
201311.0,SCIP,D,77.0
201311.0,SCIP,I,18.0
201311.0,SCIR,D,91.0
201311.0,SCJO,D,393.0
201311.0,SCLC,D,918.0
201311.0,SCLL,D,34.0
201311.0,SCMK,D,402.0
201311.0,SCNC,D,150.0
201311.0,SCNT,D,31.0
201311.0,SCNT,I,2.0
201311.0,SCON,D,152.0
201311.0,,D,1409.0
201311.0,SCPQ  ,,68.0
201311.0,SCRD,D,1873.0
201311.0,SCRM,D,6.0
201311.0,SCSE,,931.0
201311.0,SCSE,I,2.0
201311.0,SCSN,D  ,1148.0
201311.0,SCTB,,4687.0
201311.0  ,SCTC,,927.0
201311.0,SCTE,D,1426.0
201311.0,SCTE,I,17.0
201311.0,SCVD  ,D,207.0
201311.0,,D,
201311.0,SCVM,I,4.0
,SCAP,D,9.0
201312.0,SCAR,D,477.0
201312.0,SCAR,I,91.0
201312.0,SCAS,D,10.0
201312.0,SCAT,D,878.0
201312.0  ,,D,301.0
201312.0,SCBA,I,2.0
201312.0,SCCC,,11.0  
201312.0,SCCF,D,1038.0
201312.0,SCCF,I,4.0
201312.0,SCCH,D,3094.0
201312.0,SCCI,D,1058.0
201312.0,SCCI,I,30.0
201312.0,SCCY,D,261.0
201312.0,SCDA,D,1424.0
201312.0,SCDA,I,68.0
201312.0,,D,6672.0
201312.0,SCEL,I,4743.0
201312.0,SCES  ,D,35.0
201312.0,SCFA,D,1756.0
201312.0,SCFA,I,36.0
201312.0,SCFM,D  ,187.0
201312.0,SCGE,D,320.0
201312.0,SCGZ,D,144.0
201312.0,SCGZ,I,16.0
201312.0,SCHR,D,34.0
,SCIC,D,455.0
201312.0,SCIE,,2074.0
201312.0,SCIE,I,7.0
201312.0,SCIP,D,74.0
201312.0,SCIP,I  ,13.0
201312.0,SCIR,D,75.0
201312.0,SCJO,D,405.0
201312.0,SCLC,D,793.0
201312.0,,D  ,41.0
201312.0,SCMK,D,398.0
201312.0,SCNC,D  ,206.0
201312.0,SCNT,,45.0
201312.0,SCNT,I,11.0
201312.0,SCON,D,150.0
201312.0,SCPF,D,1844.0
201312.0,SCPQ,D,72.0
201312.0,SCRD,D,1178.0
201312.0,SCRM,D,42.0
201312.0,SCSE,D,1484.0
201312.0,SCSE,I,2.0
201312.0,SCSN,D  ,546.0
201312.0,SCTB,D,4399.0
201312.0,SCTB,I,7.0
201312.0  ,SCTC,D,875.0
201312.0,nan  ,D,1576.0
201312.0,SCTE,I,1.0
201312.0,SCVD,D,210.0
201312.0,SCVM,D,743.0  
201312.0,SCVM,I,4.0
,SCAR,D,517.0
201401.0,SCAR,I,
201401.0,SCAS,D,16.0
201401.0,SCAT,D,677.0
201401.0,SCAT,I,1.0
201401.0  ,SCBA,D,348.0
201401.0,SCBA,I,7.0
201401.0,SCCC,D,
201401.0,,D,1156.0
201401.0,SCCF,I,34.0
201401.0,SCCH,D,nan  
201401.0,SCCI,D,1181.0
201401.0,SCCI,I,39.0
201401.0,SCCY,D,217.0
201401.0,SCDA,D,1503.0
201401.0,SCDA,I,85.0
201401.0,SCEL,D,7547.0
201401.0,SCEL,I,5062.0
201401.0,SCES,D,117.0
201401.0,SCFA,D,1996.0
201401.0,SCFA,I,34.0
201401.0,SCFM,D,165.0
201401.0,SCFT,,6.0
201401.0,SCGE,D,694.0
201401.0,SCGE,nan  ,1.0
201401.0,SCGZ,D,91.0
201401.0,SCGZ,I,13.0
201401.0,,D,16.0
201401.0,SCIC,D,483.0
201401.0,SCIE,D,2245.0
201401.0,SCIE,I,4.0
201401.0,SCIP,D,89.0
201401.0,SCIP,I,20.0
,SCIR,D,
201401.0,SCJO,D,420.0  
201401.0,SCJO,I,1.0
201401.0,SCLC,D,736.0
201401.0,SCLL,D,26.0
201401.0,SCMK,D,400.0
